company	firm_id	gvkey	year
mechtech.com	2163	7183	2003
checkpointsystems.com	536630	2953	2003
jefferies.com	7807	6682	2003
pccw.com	3381	206956	2003
coopertire.com	7962	3502	2003
trans-globe.com	2259	14010	2003
casella.com	5807	65702	2003
evrazna.com	12627	14384	2003
asvllc.com	2774	30584	2003
renasant.com	473	25173	2003
medicis.com	1873	21186	2003
chk.com	7243	27786	2003
horizonhealth.com	10922	31614	2003
intelsat.com	5577	61340	2003
aflac.com	9952	1449	2003
occfiber.com	2502	62553	2003
prscholdings.com	7413	154758	2003
bostonacoustics.com	168	12898	2003
xerox.com	9388	11636	2003
transcanada.com	1556	10671	2003
unitybank.com	8230	62243	2003
invacare.com	10144	6158	2003
congoleum.com	7251	31479	2003
hp.com	1353	5606	2003
americanexpress.com	8392	1447	2003
aegion.com	4805	5978	2003
gigatronics.com	4648	5165	2003
circor.com	9170	124775	2003
spok.com	1967	24844	2003
bocaresort.com	5525	63976	2003
mbfinancial.com	9675	31692	2003
abraxaspetroleum.com	10036	24005	2003
ufpt.com	5592	29449	2003
aleris.com	8401	13712	2003
comcast.com	39	3226	2003
pultegroupinc.com	4045	8823	2003
linde.com	836399	25124	2003
strasbaugh.com	12200	61753	2003
slindustries.com	11667	9325	2003
embarcadero.com	3733	134447	2003
stage.com	1977	63874	2003
coeur.com	7000	3153	2003
pldt.com	4674	8544	2003
eastwestbank.com	6879	118042	2003
dialog-semiconductor.com	9272	233038	2003
sourcehov.com	193474	61859	2003
onstreammedia.com	4866	65180	2003
atrioncorp.com	7726	1234	2003
novonordisk.com	6099	8020	2003
microfocus.com	341752	11910	2003
polyone.com	5811	28194	2003
flamemaster.com	10963	4758	2003
hrsoft.com	10626	127177	2003
mrcy.com	8702	66393	2003
huttig.com	5963	5792	2003
altera.com	10784	14324	2003
celsion.com	5955	2990	2003
magellanpetroleum.com	10707	6936	2003
ica.com.mx	5466	25160	2003
polaris.com	5219	14311	2003
deltagalil.com	4153	224604	2003
coastdistribution.com	659	3129	2003
kindermorgan.com	11699	25627	2003
smartandfinal.com	7718	24356	2003
sbr-sabine.com	572	9346	2003
lionsgate.com	2041	28378	2003
famousdaves.com	6615	63930	2003
impark.com	6179	133369	2003
philips.com	6975	8546	2003
barnesandnobleinc.com	12707	28924	2003
triotech.com	9119	10740	2003
lifecore.com	7958	3916	2003
fxenergy.com	929	28460	2003
acmeunited.com	6737	1104	2003
meredithreit.com	8021	148133	2003
linear.com	6096	12216	2003
navistar.com	4599	6081	2003
glassbridge.com	3400	63138	2003
kohls.com	8247	25283	2003
coastdental.com	11073	64367	2003
marinemax.com	11173	111103	2003
essintial.com	3210	5432	2003
edelbrock.com	5776	30832	2003
microsemi.com	12234	7346	2003
rubytuesday.com	2591	7566	2003
alanco.com	320	1228	2003
brninc.com	3926	2052	2003
axiall.com	6483	12895	2003
xata.com	7299	28775	2003
turbochef.com	6311	30008	2003
impaccompanies.com	3060	61586	2003
garmin.com	130	141459	2003
greenmountainpower.com	7144	5330	2003
hookerfurniture.com	11272	122211	2003
kimcorealty.com	3557	24731	2003
scottishre.com	8887	116224	2003
gniop.com	7403	5313	2003
collinsind.com	755342	3178	2003
modtech.com	8143	22810	2003
graphicpkg.com	4489	25389	2003
onsemi.com	9262	134932	2003
innsuitestrust.com	7859	8987	2003
carnivalplc.com	896513	140821	2003
esterline.com	6243	4460	2003
skywest.com	8239	12392	2003
tdsinc.com	6709	10411	2003
calwatergroup.com	11642	2628	2003
joe.com	4320	12544	2003
ventasreit.com	4315	110179	2003
sterlingbancorp.com	11300	117161	2003
bonton.com	8132	24483	2003
stbancorp.com	3868	19570	2003
dxpe.com	8541	64223	2003
ies-co.com	2509	66371	2003
nvrinc.com	6763	12459	2003
ecitele.com	3096	4140	2003
apcooilandgas.com	2866	1682	2003
cyberoptics.com	2796	14108	2003
socketmobile.com	11745	60801	2003
american-vanguard.com	9340	1585	2003
accenture.com	492	143357	2003
healthtronics.com	3671	2589	2003
repligen.com	3209	12181	2003
ctg.com	12834	3342	2003
tejonranch.com	5766	10390	2003
ucbi.com	9116	64794	2003
websteronline.com	8160	17150	2003
triadguaranty.com	1186	29055	2003
severnbank.com	2533	147792	2003
regalbeloit.com	1948	9016	2003
csair.com	985	205809	2003
move.com	10985	122674	2003
rtwi.com	11360	31737	2003
boh.com	6056	2005	2003
datalink.com	7798	113269	2003
villagebank.com	7170	140938	2003
harsco.com	9707	5496	2003
tcfbank.com	9796	15363	2003
rouseproperties.com	6473	9256	2003
syngenta.com	6386	241216	2003
udr.com	8738	10894	2003
bancofcal.com	767723	149618	2003
exelixis.com	4923	133885	2003
millenniumhcs.com	5414	31394	2003
bbxcapital.com	4215	16681	2003
shoecarnival.com	856145	27938	2003
chevron.com	12242	2991	2003
sportchalet.com	8394	25946	2003
libbey.com	9761	28462	2003
pricesmart.com	3190	65343	2003
us-concrete.com	5612	120824	2003
central.com	4897	25536	2003
lci1.com	2408	11796	2003
internationalpaper.com	12803	6104	2003
englobal.com	3938	61971	2003
americanpowergroupinc.com	10406	61381	2003
eastman.com	12012	29392	2003
avaloncorrections.com	3835	24114	2003
firstcommunitysc.com	2392	112295	2003
bigheartpet.com	11952	24283	2003
orthosynetics.com	9667	31223	2003
mcdermott.com	2072	7152	2003
federalsignal.com	4935	4608	2003
charlesriverassociates.com	12219	109919	2003
medical-action.com	11755	7205	2003
waynebank.com	7740	66155	2003
egscorp.com	4346	61407	2003
meritor.com	5326	65399	2003
badgermeter.com	4892	1968	2003
goodyear.com	10174	5234	2003
aquaamerica.com	9649	8542	2003
ene.com	9396	13128	2003
ambassadorsgroup.com	12500	147307	2003
synalloy.com	1738	10236	2003
raesystems.com	7184	111169	2003
interface.com	9078	6034	2003
joann.com	6801	4523	2003
northwaybank.com	5818	107643	2003
hinghamsavings.com	12143	16967	2003
sunovion.com	9300	24473	2003
ni.com	5376	31607	2003
syb.com	678	22717	2003
stryker.com	3394	10115	2003
cirrus.com	9747	16401	2003
sigmaaldrich.com	4325	9699	2003
walmart.com	4188	11259	2003
mt.com	8189	65772	2003
rudolphtech.com	1085	126423	2003
eatatelmers.com	9249	11727	2003
grupoelektra.com.mx	2981	61761	2003
livanova.com	12708	27810	2003
airspan.com	7681	137861	2003
cedarrealtytrust.com	10099	13189	2003
reprosrx.com	9718	27988	2003
midsouthbank.com	6668	28152	2003
playboyenterprises.com	10370	8638	2003
utc.com	11995	10983	2003
saksincorporated.com	11434	13380	2003
lifetimebrands.com	3430	24099	2003
cvdequipment.com	5300	2581	2003
wipro.com	4677	204867	2003
metso.com	10924	102345	2003
regencycenters.com	2376	29099	2003
hersha.com	11143	117260	2003
kforce.com	8870	61179	2003
loews.com	7547	6781	2003
sprint.com	6083	10984	2003
belfuse.com	9475	2124	2003
orange.com	2890	220940	2003
jewettcameron.com	7603	25406	2003
compuware.com	12400	26011	2003
matw.com	10482	30477	2003
purebio.com	5481	63448	2003
99only.com	10141	62922	2003
psychemedics.com	5928	13733	2003
cit.com	11010	149738	2003
coherent.com	8362	3157	2003
federatedinvestors.com	10426	66731	2003
ariad.com	3998	30674	2003
enterpriseproducts.com	322	112876	2003
transconrealty-invest.com	12045	3410	2003
presrealty.com	7273	8734	2003
torminerals.com	1054	15027	2003
jackinthebox.com	11694	13092	2003
cemex.com	1261	105089	2003
bgcpartners.com	8888	127377	2003
peets.com	6916	140897	2003
equityapartments.com	11548	28733	2003
bbvacompass.com	5059	2849	2003
gses.com	6038	61077	2003
coremt.com	3451	14794	2003
dril-quip.com	1923	65671	2003
bankofmarin.com	791	31764	2003
sportsauthority.com	8008	66278	2003
orcinternational.com	461399	29075	2003
lb.com	12318	6733	2003
perficient.com	10865	122394	2003
mandfworldwide.com	11622	60887	2003
belmond.com	3197	138861	2003
harvardbioscience.com	706	141469	2003
ncibuildingsystems.com	6566	25130	2003
wglholdings.com	12579	11296	2003
bancochile.com	730	241366	2003
rsagroup.com	10837	15664	2003
polycom.com	11943	62730	2003
goldenminerals.com	711	65921	2003
tessco.com	108	30714	2003
westerbeke.com	6213	12518	2003
randcapital.com	9136	19605	2003
parlux.com	12265	13163	2003
frpholdings.com	6849	12926	2003
lapolla.com	6659	25198	2003
duraauto.com	6081	63483	2003
iff.com	1766	6078	2003
pinnaclewest.com	236	1075	2003
mybank.com	8078	18358	2003
safariland.com	330	15290	2003
mdc-partners.com	2321	20570	2003
radial.com	10143	14386	2003
harleysvillebank.com	938	16957	2003
djoglobal.com	8460	62395	2003
bmtscorp.com	1564	61047	2003
are.com	12564	64821	2003
systemax.com	11558	60931	2003
urbn.com	414	29150	2003
mbakercorp.com	6933	1974	2003
greif.com	1359	5338	2003
flowersfoods.com	11867	4809	2003
agreerealty.com	1844	30067	2003
merge.com	188	66630	2003
safeway.com	2936	9359	2003
uslm.com	9554	8947	2003
davita.com	8404	61483	2003
path1.com	2886	113768	2003
chuckecheese.com	9227	15092	2003
belden.com	8261	28940	2003
conduent.com	5068	30697	2003
ixys.com	1414	114370	2003
brandywinerealty.com	2148	13562	2003
videodisplay.com	4723	11169	2003
siga.com	10279	65376	2003
fcagroup.com	529	15172	2003
intrado.com	6177	112004	2003
lloydsbankinggroup.com	12603	15929	2003
bmo.com	12545	15580	2003
fivestarseniorliving.com	4208	146500	2003
astea.com	6790	61069	2003
sandisk.com	11808	61513	2003
royalgold.com	5409	9273	2003
icadmed.com	2864	12874	2003
ceridian.com	10979	3480	2003
arcb.com	8101	1743	2003
towerautomotive.com	6203	30598	2003
nytco.com	2791	7866	2003
dgsecompanies.com	274447	12096	2003
first-online.com	221	18276	2003
qtww.com	6742	149477	2003
innkeepersusa.com	10271	30692	2003
vca.com	1136	24539	2003
nektar.com	1904	30137	2003
tibco.com	667	122061	2003
scientificgames.com	11227	10991	2003
key.com	11760	9783	2003
vfc.com	8436	11060	2003
ihgplc.com	6904	20067	2003
pilgrims.com	9739	12785	2003
harleysvillegroup.com	81	16955	2003
crossroadsbanking.com	4241	28058	2003
overhillfarms.com	8094	151161	2003
cavalieralabama.com	7942	12047	2003
cognizant.com	2088	111864	2003
avid.com	827	27925	2003
exeledholdings.com	450777	63026	2003
sinopec.com	7621	140756	2003
oxfordinc.com	1383	8219	2003
infosys.com	3201	211009	2003
qep.com	3417	63593	2003
amcor.com	1483	100243	2003
atmi.com	7137	29274	2003
suncommunities.com	12205	29359	2003
tompkinsfinancial.com	7611	17240	2003
zixcorp.com	1983	16531	2003
numerex.com	3059	30029	2003
netease.com	2495	137435	2003
officedepot.com	11002	14624	2003
interpacediagnostics.com	885	110728	2003
publicstorage.com	1544	10096	2003
staples.com	5849	15521	2003
rcihospitality.com	809	61418	2003
dts.com	973	153813	2003
invivocorp.com	11488	13198	2003
btplc.com	10097	2411	2003
bannerbank.com	4226	61487	2003
valassis.com	11421	25021	2003
geospace.com	10955	65896	2003
jenniferfurniture.com	3870	13139	2003
progress.com	12027	24352	2003
pattersoncompanies.com	3683	25880	2003
rowan.com	2989	9258	2003
sonicfoundry.com	2261	109186	2003
telular.com	6539	29634	2003
sunlinkhealth.com	42835	10380	2003
angloamerican.com	9099	15508	2003
servotronics.com	1334	9619	2003
columbia.com	4189	105936	2003
connectonebank.com	6034	17724	2003
hormelfoods.com	857	5709	2003
idacorpinc.com	7126	5870	2003
iberdrolausa.com	4518	7862	2003
bjs.com	10582	65105	2003
nve.com	9013	21743	2003
galectintherapeutics.com	11115	150221	2003
leapfrog.com	1520	148410	2003
thewalkingcompany.com	3182	65484	2003
emdmillipore.com	4197	7409	2003
hycorbiomedical.com	11020	5798	2003
torchroyalty.com	4776	29265	2003
berkshirehathaway.com	200	2176	2003
ftek.com	7794	28819	2003
airgas.com	7844	12950	2003
hmgcourtland.com	3324	5408	2003
nnnreit.com	3542	12140	2003
connection.com	6755	66586	2003
molsoncoors.com	775	3505	2003
kuo.com.mx	2402	30462	2003
thepantry.com	10719	31392	2003
bassettfurniture.com	7232	2080	2003
katespadeandcompany.com	9240	6768	2003
inficon.com	1769	141076	2003
gwrr.com	4628	63123	2003
aspyra.com	11576	3584	2003
umb.com	3892	10916	2003
emmis.com	3252	15337	2003
qlogic.com	9430	29791	2003
wwe.com	4620	125240	2003
precast.com	2748	8717	2003
alamo-group.com	10156	27960	2003
nacco.com	7617	7938	2003
morgansfoods.com	10085	7575	2003
ffin.com	10711	29101	2003
amsafety.com	588	66681	2003
centerpoint-prop.com	1118	29316	2003
cbiz.com	692	31752	2003
ecollege.com	6401	127436	2003
ptc.com	4526	18699	2003
ubsi-inc.com	2179	17248	2003
omnicare.com	2218	8133	2003
redrobin.com	3144	148470	2003
alufinc.com	4832	1109	2003
sleepnumber.com	11850	116504	2003
virco.com	4058	11185	2003
communitywest.com	12113	62646	2003
kclife.com	8427	6333	2003
centurybank.com	10374	16748	2003
costargroup.com	871758	112111	2003
soundhealthsolution.com	827892	65034	2003
nwpipe.com	11259	61635	2003
firstaviation.com	3563	64433	2003
treehousefoods.com	8515	29942	2003
titan-intl.com	2095	28295	2003
rfindustries.com	3200	2829	2003
busey.com	11702	18329	2003
winmillco.com	524	2467	2003
rmcf.com	2029	11976	2003
emisphere.com	2292	15446	2003
diamondconsultants.com	3580	64418	2003
otiglobal.com	11153	252614	2003
vulcanmaterials.com	4697	11228	2003
telefonica.com	9776	13683	2003
decode.com	12010	137803	2003
advbiomaterials.com	1988	63029	2003
harris.com	5041	5492	2003
capitalone.com	440	30990	2003
equitylifestyleproperties.com	688	27875	2003
mohawkind.com	11846	25119	2003
loansbyworld.com	9035	24725	2003
ashland.com	11738	1794	2003
amagpharma.com	11608	12250	2003
uhrit.com	9156	13580	2003
veeco.com	8296	11124	2003
masonite.com	3248	20696	2003
childrensplace.com	12512	65430	2003
logicdevices.com	2037	14938	2003
dukerealty.com	1979	13510	2003
centralpacificbank.com	4146	16705	2003
crowncork.com	4139	3619	2003
panhandleoilandgas.com	5750	19433	2003
cousins.com	794078	3562	2003
dime.com	6829	63135	2003
alicoinc.com	10533	1266	2003
ennis.com	12284	4390	2003
spireenergy.com	10379	6547	2003
dteenergy.com	10287	3897	2003
televisa.com	10329	29850	2003
landstar.com	3315	21440	2003
corelab.com	1655	61759	2003
analog.com	8580	1632	2003
pixar.com	6978	61627	2003
njresources.com	12499	7849	2003
tangeroutlet.com	1424	28340	2003
pacificofficeproperties.com	3571	14583	2003
blackanddecker.com	4888	2255	2003
car-mart.com	12433	13602	2003
mexicanrestaurantsinc.com	68527	62698	2003
sunlife.com	11094	133289	2003
germanamerican.com	177	28278	2003
apog.com	10695	1686	2003
thefirst.com	6308	111940	2003
lastminute.com	11289	132800	2003
oldrepublic.com	351535	14828	2003
careered.com	10021	66379	2003
aa.com	360	1045	2003
methode.com	10188	7291	2003
baxter.com	3273	2086	2003
majorauto.com	7039	62832	2003
pmi-us.com	7028	31707	2003
gardnerdenver.com	7061	30098	2003
luxottica.com	3078	20196	2003
deltagas.com	2178	3855	2003
canterburypark.com	2453	31099	2003
lakelandbank.com	617	109621	2003
iamgold.com	9600	62337	2003
purplevrs.com	642	133866	2003
encana.com	10	11781	2003
ups.com	2357	10920	2003
pericom.com	5546	65739	2003
ligand.com	6449	25937	2003
axa.com	9479	63120	2003
tengasco.com	3187	62204	2003
ubs.com	12533	144496	2003
equinor.com	757176	220546	2003
hms.com	12702	26037	2003
firstmerchants.com	8876	16845	2003
raymondjames.com	788	8898	2003
tbaglobal.com	123	29728	2003
iac.com	7624	26061	2003
avaya.com	8323	139662	2003
onvia.com	12647	132482	2003
eogresources.com	4116	16478	2003
beckmancoulter.com	12875	15106	2003
intuit.com	4100	27928	2003
jacobs.com	9353	6216	2003
craftmade.com	10116	21427	2003
euro-tech.com	818188	64488	2003
rsac.com	3317	30671	2003
steelcase.com	11485	66290	2003
lowes.com	10087	6829	2003
lexar.com	12630	138843	2003
charleshurwitz.com	8840	6873	2003
hkninc.com	2484	5475	2003
goldmansachs.com	7889	114628	2003
vical.com	3619	27920	2003
oreholdings.com	7091	65893	2003
millenniumcell.com	9696	138609	2003
newconceptenergy.com	1939	11372	2003
igld.com	3701	122874	2003
trex.com	764	119316	2003
interlinkelectronics.com	1103	28374	2003
nexteraenergy.com	12230	4517	2003
firstusbank.com	661	66597	2003
costuless.com	968	112552	2003
ubm.com	380	14611	2003
gates.com	672766	17225	2003
aciworldwide.com	12362	31564	2003
castlemetals.com	887	2811	2003
st.com	2766	31142	2003
ballard.com	12315	28724	2003
albemarle.com	2734	29751	2003
bench.com	5667	23084	2003
technipfmc.com	9239	30923	2003
medtox.com	12083	12091	2003
hbfuller.com	7384	4926	2003
centene.com	742	145552	2003
covance.com	790	64162	2003
jjsnack.com	7982	12825	2003
guildmaster.com	3982	138124	2003
tsys.com	4948	10631	2003
craneco.com	11557	3580	2003
trustcobank.com	8886	17245	2003
lojack.com	1784	12789	2003
harristeeter.com	11041	9284	2003
smithandwollensky.com	4039	143754	2003
utahmed.com	7451	11051	2003
spectrum.com	758123	126136	2003
hcpi.com	4970	13125	2003
phihelico.com	7837	8515	2003
mgic.com	4290	24379	2003
marps-marine.com	3338	7034	2003
hudsontech.com	11823	30899	2003
dyntek.com	7939	26064	2003
univision.com	3341	63669	2003
harley-davidson.com	6906	12389	2003
idexx.com	183	24197	2003
alkermes.com	12031	24302	2003
fico.com	1362	13824	2003
pginvestor.com	9267	8762	2003
channell.com	12859	63195	2003
inseego.com	2911	141178	2003
bruker.com	3018	138483	2003
hughessupply.com	10830	5774	2003
pnmresources.com	12388	8807	2003
extendicare.com	1422	13992	2003
lictcorp.com	9672	123435	2003
coopercos.com	10804	3504	2003
moduslink.com	2275	29621	2003
danaher.com	8499	3735	2003
prophotonix.com	5293	30209	2003
axcelis.com	11012	137602	2003
annaly.com	5782	65556	2003
anheuser-busch.com	11240	1663	2003
rivierahotel.com	6220	31634	2003
americangreetings.com	403683	1468	2003
rogerscorp.com	7380	9216	2003
ericsson.com	3862	4439	2003
daveandbusters.com	6344	60923	2003
talonzippers.com	1451	66360	2003
weismarkets.com	870573	11343	2003
smtc.com	558	137874	2003
maac.com	5315	29649	2003
agilent.com	63727	126554	2003
hptreit.com	950	61188	2003
osi-systems.com	6791	65607	2003
prosperitybankusa.com	1149	115876	2003
mktg.com	1601	25845	2003
deltaapparelinc.com	4509	137432	2003
avidbio.com	754713	14603	2003
ryerson.com	3310	5968	2003
modpac.com	9441	152809	2003
fiserv.com	7042	12635	2003
wsiindustries.com	6736	11302	2003
orbotech.com	11549	8169	2003
biotimeinc.com	10970	24996	2003
sturgisbank.com	335	31218	2003
clairestores.com	9372	3087	2003
exactsciences.com	5483	141277	2003
pacsun.com	11641	27937	2003
warnermediagroup.com	913298	25056	2003
microstrategy.com	1008	111534	2003
fccgi.com	1499	108970	2003
alcon.com	755	147449	2003
crosscountryhealthcare.com	3702	144396	2003
josbank.com	238	30138	2003
brinks.com	1125	28590	2003
asaltd.com	11585	1062	2003
maximintegrated.com	12023	14256	2003
harlandclarke.com	2206	5476	2003
lpcorp.com	5844	6821	2003
leggmason.com	4180	6653	2003
evgenergy.com	9892	25691	2003
calavo.com	12508	147708	2003
ford.com	9651	4839	2003
gormanrupp.com	3171	5237	2003
gibraltar1.com	1001	29131	2003
elitepharma.com	4955	106261	2003
omnienergy.com	10022	65973	2003
pnbc-inc.com	435038	25236	2003
empireresorts.com	6637	29129	2003
trustmark.com	9823	4685	2003
amerisbank.com	6088	30222	2003
verint.com	7653	147242	2003
flysafetech.com	2441	146738	2004
transalta.com	10883	14391	2004
antarespharma.com	1546	63700	2004
brookstone.com	6002	27991	2004
mesalabs.com	5266	7275	2004
aam.com	10932	117861	2004
dailyjournal.com	10519	12568	2004
btu.com	1752	15331	2004
apple.com	7538	1690	2004
selective.com	5578	17115	2004
ultrapetroleum.com	11139	108645	2004
infonow.com	392893	24909	2004
cpicorp.com	1070	2555	2004
nationalbeverage.com	6468	24463	2004
genvec.com	8845	111965	2004
arthrocare.com	9897	61996	2004
resolutefp.com	2394	2337	2004
pfeiffer-vacuum.com	11634	63265	2004
maytag.com	3537	7139	2004
bostonprivate.com	6880	29211	2004
bostonscientific.com	5302	25279	2004
caleres.com	576	2436	2004
ohainvestmentcorporation.com	6296	162219	2004
thorindustries.com	7671	10549	2004
hallmarkgrp.com	9937	27932	2004
specialtylabs.com	5966	141362	2004
ingrammicro.com	4748	63919	2004
uns.com	6001	10757	2004
cohu.com	8944	3158	2004
snl.com	3211	24965	2004
meredith.com	5468	7260	2004
qualcomm.com	10067	157635	2004
wvtc.com	6528	11291	2004
gartner.com	332	12441	2004
swkhold.com	10676	123998	2004
airnet.com	3264	62957	2004
equinor.com	757176	220546	2004
sonomawestholdings.com	6887	11074	2004
gettyimages.com	11979	63196	2004
pdf.com	4591	144437	2004
parkelectro.com	8591	8348	2004
dynavax.com	5965	141496	2004
matrixservicecompany.com	2414	23195	2004
singingmachine.com	11051	30964	2004
publicisgroupe.com	6768	101292	2004
bankwithsouthern.com	7241	30055	2004
amenproperties.com	7695	65464	2004
usnrg.com	8249	10938	2004
stillwatermining.com	11929	31203	2004
picoholdings.com	9527	23768	2004
irf.com	3900	6109	2004
comtechtel.com	1273	3358	2004
smithmicro.com	9381	61321	2004
cybexintl.com	8899	6839	2004
audible.com	9130	122094	2004
thinkorswim.com	3628	66325	2004
creative.com	9556	25773	2004
abfsonline.com	4092	63782	2004
rockwellmed.com	5900	66366	2004
cheniere.com	893	29453	2004
kadant.com	10971	25922	2004
riotinto.com	2956	19565	2004
acceleratediagnostics.com	601	21118	2004
dexyp.com	869879	111631	2004
purecyclewater.com	3662	8826	2004
dixonusa.com	6479	4005	2004
incyte.com	333	29127	2004
saia.com	10506	150481	2004
alcostoresinc.com	12013	4090	2004
acusphere.com	6287	145160	2004
ballantynestrong.com	11932	61285	2004
abercrombie.com	2726	63643	2004
aluminalimited.com	1508	16560	2004
insperity.com	6729	64302	2004
pega.com	11035	63290	2004
roanokesteel.com	6707	9170	2004
netwolves.com	10882	22248	2004
broadwayfederalbank.com	3883	61815	2004
omegaprotein.com	10369	109084	2004
checkpoint.com	5803	63185	2004
firstharrison.com	11322	117034	2004
spectrumbrands.com	7186	11670	2004
pamtransport.com	11619	12598	2004
energyfocus.com	11381	30614	2004
autoweb.com	151882	119173	2004
repsol.com	6883	15319	2004
teaminc.com	7237	10353	2004
macerich.com	4557	29868	2004
west.com	5549	64055	2004
stewart.com	78	10086	2004
u-g.com	2473	10902	2004
asm.com	9791	1166	2004
amedisys.com	11819	30612	2004
remedystaff.com	3598	63252	2004
travelers.com	3833	62689	2004
americannational.com	413	1526	2004
proiris.com	704	6110	2004
bankofoakridge.com	761	158313	2004
lfg.com	12502	6742	2004
mindspeed.com	10145	154434	2004
kodak.com	6089	4194	2004
dynatronics.com	1312	4124	2004
wave.com	2241	30649	2004
cadence.com	6323	13421	2004
forwardair.com	350	29206	2004
almostfamily.com	9955	13800	2004
alchenergy.com	7149	1308	2004
gd.com	412214	5046	2004
encision.com	6715	63122	2004
amnhealthcare.com	5630	144520	2004
energyfutureholdings.com	9027	10507	2004
smithfieldfoods.com	10773	9774	2004
alphanr.com	6420	141400	2004
rayonier.com	5353	5862	2004
pressurebiosciences.com	10378	63901	2004
rvlti.com	676764	29921	2004
coinstar.com	4937	65026	2004
commscope.com	1712	65142	2004
amkor.com	3776	110039	2004
tat-technologies.com	12327	14229	2004
tredegar.com	1736	15459	2004
mgcdiagnostics.com	12070	14581	2004
williams.com	3309	11506	2004
coca-colacompany.com	4522	3144	2004
bankofamerica.com	372668	7647	2004
topimagesystems.com	5362	64036	2004
modernsystems.com	6802	64325	2004
thezenith.com	6859	13597	2004
lancastercolony.com	6537	6573	2004
advancedphotonix.com	3119	23616	2004
tradestation.com	5545	65521	2004
pctel.com	288	125014	2004
symantec.com	4158	15855	2004
goldenflake.com	1868	5210	2004
emeritus.com	3058	61584	2004
rjet.com	11449	147639	2004
landec.com	5913	62169	2004
gpstrategies.com	8219	7759	2004
gsr.com	11892	20488	2004
tiinetworktechnologies.com	9929	10286	2004
cantelmedical.com	6673	2942	2004
trimble.com	4903	22815	2004
university-bank.com	10290	21423	2004
laureate.net	517	13227	2004
oceanbiochem.com	10117	8073	2004
clicksoftware.com	753	137110	2004
sst.com	170	61592	2004
hydrogenics.com	10046	140910	2004
tri-valleycorp.com	726628	22008	2004
omnicomgroup.com	12674	4066	2004
umpquabank.com	6104	65228	2004
shopko.com	5485	24522	2004
vivus.com	888	30007	2004
pharmoscorp.com	2563	12757	2004
myrepublicbank.com	4317	18040	2004
cincinnatibell.com	10391	3036	2004
biglots.com	2027	12123	2004
interdigital.com	4644	6100	2004
perceptron.com	2161	25676	2004
statestreet.com	313	10035	2004
telus.com	204	2408	2004
delcath.com	3364	140023	2004
igt.com	12006	6097	2004
colonybank.com	1543	66504	2004
astecindustries.com	11580	12262	2004
sanmina.com	10319	28139	2004
hic.us	4560	29741	2004
penskeautomotive.com	384	63847	2004
friedmanindustries.com	12445	4903	2004
enzo.com	3240	4418	2004
lifestorage.com	8142	60914	2004
realtyincome.com	605	30822	2004
akamai.com	156	125595	2004
mmc.com	8069	7065	2004
jbhunt.com	1130	5783	2004
corrpro.com	3471	28942	2004
omegahealthcare.com	649	25633	2004
cpk.com	11303	138321	2004
ascenaretail.com	5373	4072	2004
navg.com	6364	17074	2004
shire.com	1600	212340	2004
eplus.com	9179	63986	2004
backyardburgers.com	5152	28501	2004
dplinc.com	6515	3814	2004
lannett.com	9567	22632	2004
elecsyscorp.com	2410	29304	2004
rfm.com	3992	30540	2004
adm.com	12128	1722	2004
macronix.com	10272	62824	2004
intel.com	1810	6008	2004
immunogen.com	12807	17101	2004
ncr.com	930	7648	2004
valero.com	12775	15247	2004
wmsi.com	421	11508	2004
donaldson.com	6041	4036	2004
pharmacyclics.com	10909	61448	2004
bankatfirst.com	3829	17195	2004
as-e.com	2036	1554	2004
azz.com	4774	1926	2004
northerntrust.com	2789	7982	2004
meridianbioscience.com	7734	12433	2004
cott.com	1711	20338	2004
siebertnet.com	12469	7315	2004
bp.com	9860	2410	2004
avx.com	1634	1072	2004
rymanhp.com	1240	24620	2004
sangamo.com	9916	133871	2004
galleryofhistory.com	36	1518	2004
beaconpower.com	4898	141198	2004
hanger.com	6428	16456	2004
winland.com	11029	22729	2004
readingrdi.com	8328	31629	2004
invesco.com	10102	29804	2004
nabors.com	6669	1661	2004
homecityfederal.com	4807	64231	2004
airt.net	5453	1210	2004
hcr-manorcare.com	2336	24607	2004
lionbridge.com	4272	123016	2004
franklincovey.com	3960	25331	2004
iconplc.com	568	110620	2004
audiocodes.com	1297	120860	2004
pranabio.com	4988	249507	2004
storaenso.com	1412	101020	2004
vianetworks-ir.com	6653	130048	2004
hauppauge.com	5711	31748	2004
jll.com	10628	65108	2004
ugicorp.com	5736	10801	2004
mufgamericas.com	361775	2620	2004
mtsint.com	6857	64796	2004
transact-tech.com	12365	63520	2004
analogic.com	2585	1633	2004
healthnet.com	4531	29710	2004
macatawabank.com	3345	107325	2004
galaxyfoods.com	12221	13864	2004
telecomitalia.com	275	19151	2004
legalshield.com	12659	8716	2004
midpennbank.com	120	66288	2004
gexaenergy.com	3828	14855	2004
rewardsnetwork.com	5367	12277	2004
aceto.com	10428	1094	2004
htlf.com	1647	61693	2004
york.com	4207	13135	2004
flir.com	3620	28477	2004
cblproperties.com	803575	29082	2004
continental-materials.com	3886	3465	2004
53.com	11250	4640	2004
cbscorporation.com	6066	13714	2004
transportamerica.com	3452	30925	2004
fundtech.com	5730	66696	2004
lajollapharmaceutical.com	159	30281	2004
calpine.com	4418	63605	2004
ufpi.com	746	29156	2004
plexus.com	2301	12945	2004
sarepta.com	9366	64857	2004
redlion.com	9957	109079	2004
